Agro-Ecological Zone Compatibility,Pest disease vulnerability,Water irrigation reliability,Post Harvest Storage,Market Access,Planting/Sowing Time,Farmer experience,Cooperative Membership,Input Access and Affordability,AEZ_Score,Pest_Score,Water_Score,Storage_Score,Market_Score,Planting_Score,Experience_Score,Coop_Score,Input_Score,Risk Factor,Crop Type,Farmer ID,Farm Location,Price,Gender,Farm size,Previous Yield Output (Kgs),Persons with disability,Age
Low,Moderate,High,Yes,Yes,Low,1-4 years,Yes,Yes,1.0,0.5,0.0,0,0,1,0.5,0,0,0.4049999999999999,Beans,FARM_0140,Machakos,137.27,Female,73.75,86375,No,86
Low,Low,High,Yes,Yes,High,>9 years,No,Yes,1.0,0.0,0.0,0,0,0,0.0,1,0,0.2299999999999999,Beans,FARM_0141,Kajiado,137.27,Male,17.06,23225,No,53
High,High,High,Yes,Yes,High,>9 years,Yes,No,0.0,1.0,0.0,0,0,0,0.0,0,1,0.19,Maize,FARM_0142,Kilifi,55.61,Male,15.67,46231,No,76
High,Moderate,Moderate,Yes,Yes,Low,<1 year,Yes,Yes,0.0,0.5,0.5,0,0,1,0.5,0,0,0.295,Maize,FARM_0143,Wajir,55.61,Male,72.54,111226,No,54
High,High,High,Yes,Yes,Low,>9 years,Yes,No,0.0,1.0,0.0,0,0,1,0.0,0,1,0.29,Maize,FARM_0144,Wajir,55.61,Female,90.68,119415,No,26
Low,High,Low,Yes,Yes,High,5-9 years,Yes,Yes,1.0,1.0,1.0,0,0,0,0.0,0,0,0.49,Maize,FARM_0145,Mombasa,55.61,Male,10.66,10849,No,73
High,Moderate,High,No,Yes,High,1-4 years,No,Yes,0.0,0.5,0.0,1,0,0,0.5,1,0,0.305,Maize,FARM_0146,Marsabit,55.61,Male,22.35,38513,No,72
High,High,Moderate,No,Yes,Low,5-9 years,No,Yes,0.0,1.0,0.5,1,0,1,0.0,1,0,0.52,Maize,FARM_0147,Murang'a,55.61,Female,13.39,18264,No,32
Low,Low,Moderate,No,Yes,Low,5-9 years,Yes,Yes,1.0,0.0,0.5,1,0,1,0.0,0,0,0.48,Maize,FARM_0148,Bomet,55.61,Female,20.04,21184,Yes,36
High,Moderate,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.5,0.0,0,0,1,0.5,0,0,0.225,Maize,FARM_0149,Kiambu,55.61,Female,26.02,25781,No,27
High,High,High,Yes,No,High,1-4 years,No,No,0.0,1.0,0.0,0,1,0,0.5,1,1,0.41,Beans,FARM_0150,Taita Taveta,137.27,Male,72.1,87493,No,81
High,Low,High,Yes,Yes,High,>9 years,No,No,0.0,0.0,0.0,0,0,0,0.0,1,1,0.07,Beans,FARM_0151,Mandera,137.27,Male,89.78,160148,Yes,20
Low,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,1.0,0.0,0.0,0,0,0,0.0,0,0,0.18,Beans,FARM_0152,Nyandarua,137.27,Female,12.96,14480,No,20
High,High,High,No,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.0,1,0,0,0.0,0,0,0.3,Beans,FARM_0153,West Pokot,137.27,Male,28.64,76488,No,19
High,High,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,1.0,0,0,0,0.0,0,0,0.31,Maize,FARM_0154,Siaya,55.61,Female,84.05,124534,No,57
Moderate,Moderate,Moderate,No,No,Low,<1 year,Yes,Yes,0.5,0.5,0.5,1,1,1,0.5,0,0,0.645,Maize,FARM_0155,Siaya,55.61,Female,10.81,18600,No,22
Moderate,Low,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.0,0.5,0,0,0,0.0,0,0,0.16,Beans,FARM_0156,Kilifi,137.27,Female,6.5,13726,No,62
Moderate,Low,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.5,0.0,0.5,0,0,1,0.0,1,0,0.31,Maize,FARM_0157,Meru,55.61,Male,40.58,64383,No,70
High,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.5,0,0,0,0.0,1,0,0.205,Maize,FARM_0158,Kwale,55.61,Male,31.41,57744,No,59
Moderate,Moderate,Low,Yes,Yes,Low,<1 year,No,No,0.5,0.5,1.0,0,0,1,0.5,1,1,0.525,Maize,FARM_0159,Kilifi,55.61,Male,79.76,165254,No,90
High,Moderate,High,Yes,Yes,Low,<1 year,No,Yes,0.0,0.5,0.0,0,0,1,0.5,1,0,0.275,Maize,FARM_0160,Elgeyo-Marakwet,55.61,Male,72.39,195574,No,87
Low,Moderate,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,1.0,0.5,0.5,0,0,1,0.0,0,0,0.435,Beans,FARM_0161,Kisumu,137.27,Male,16.82,20874,No,76
Low,Moderate,Low,Yes,Yes,High,1-4 years,Yes,No,1.0,0.5,1.0,0,0,0,0.5,0,1,0.465,Beans,FARM_0162,Kitui,137.27,Male,18.83,35768,No,23
Low,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,1.0,0.5,0.5,0,0,0,0.5,0,0,0.375,Beans,FARM_0163,Bungoma,137.27,Female,22.48,60390,No,77
High,Low,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.0,0,0,0,0.0,1,0,0.05,Beans,FARM_0164,Kitui,137.27,Male,36.96,55722,No,28
High,Moderate,High,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.5,0.0,0,0,1,0.0,1,0,0.235,Beans,FARM_0165,Kisumu,137.27,Male,7.38,21133,Yes,29
High,High,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.0,0,0,0.27,Maize,FARM_0166,Nakuru,55.61,Female,6.23,14386,No,23
Low,Low,Moderate,Yes,No,High,<1 year,Yes,Yes,1.0,0.0,0.5,0,1,0,0.5,0,0,0.42,Maize,FARM_0167,Mandera,55.61,Male,9.7,17233,Yes,90
Moderate,Low,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.0,0,0,0.09,Maize,FARM_0168,Garissa,55.61,Female,76.54,197748,No,24
Moderate,Moderate,Low,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,0.5,1.0,0,0,1,0.0,0,0,0.415,Maize,FARM_0169,Kilifi,55.61,Male,12.77,26075,No,18
High,Moderate,Low,Yes,Yes,Low,<1 year,No,Yes,0.0,0.5,1.0,0,0,1,0.5,1,0,0.415,Maize,FARM_0170,Kwale,55.61,Female,76.62,145450,No,78
High,Low,Moderate,Yes,No,High,>9 years,Yes,Yes,0.0,0.0,0.5,0,1,0,0.0,0,0,0.2,Maize,FARM_0171,Tharaka Nithi,55.61,Male,22.42,19607,No,45
Moderate,Moderate,Moderate,Yes,No,Low,5-9 years,Yes,Yes,0.5,0.5,0.5,0,1,1,0.0,0,0,0.475,Beans,FARM_0172,Baringo,137.27,Male,21.66,24958,No,78
Moderate,Moderate,Low,Yes,Yes,High,<1 year,No,Yes,0.5,0.5,1.0,0,0,0,0.5,1,0,0.4049999999999999,Maize,FARM_0173,Nyandarua,55.61,Female,22.12,22958,No,59
High,Moderate,Low,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,0.5,1.0,0,0,1,0.0,0,0,0.325,Beans,FARM_0174,Machakos,137.27,Male,28.87,48525,No,36
High,High,High,Yes,Yes,Low,5-9 years,No,Yes,0.0,1.0,0.0,0,0,1,0.0,1,0,0.32,Maize,FARM_0175,Turkana,55.61,Male,94.86,148333,Yes,31
Moderate,High,High,Yes,Yes,High,>9 years,Yes,No,0.5,1.0,0.0,0,0,0,0.0,0,1,0.28,Maize,FARM_0176,West Pokot,55.61,Male,27.82,32743,No,20
High,High,High,No,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,0.0,1,0,1,0.5,0,0,0.44,Maize,FARM_0177,Nyandarua,55.61,Male,92.65,153684,No,80
Moderate,Low,Moderate,No,No,High,<1 year,No,No,0.5,0.0,0.5,1,1,0,0.5,1,1,0.53,Maize,FARM_0178,Kericho,55.61,Male,88.66,88520,No,70
High,High,High,No,No,High,>9 years,Yes,No,0.0,1.0,0.0,1,1,0,0.0,0,1,0.45,Maize,FARM_0179,Laikipia,55.61,Female,6.77,16523,No,78
Moderate,Low,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.5,0.0,0.5,0,1,0,0.0,0,0,0.29,Maize,FARM_0180,Kisumu,55.61,Female,15.41,24017,Yes,81
Moderate,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,1,0.0,0,0,0.345,Maize,FARM_0181,Elgeyo-Marakwet,55.61,Male,64.3,165420,No,18
Moderate,Low,Low,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.0,1.0,0,0,1,0.0,0,0,0.33,Maize,FARM_0182,Makueni,55.61,Male,9.61,24608,No,45
Moderate,High,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.5,1.0,0.0,0,0,1,0.5,0,0,0.3999999999999999,Beans,FARM_0183,Migori,137.27,Female,36.4,31366,No,72
High,Moderate,High,No,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.0,1,0,0,0.5,0,0,0.255,Maize,FARM_0184,Tharaka Nithi,55.61,Male,35.87,72006,No,44
Moderate,High,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,1.0,0.0,0,0,1,0.0,0,0,0.36,Beans,FARM_0185,Siaya,137.27,Male,0.94,1743,No,74
Moderate,High,High,No,Yes,Low,>9 years,Yes,Yes,0.5,1.0,0.0,1,0,1,0.0,0,0,0.49,Maize,FARM_0186,Isiolo,55.61,Female,16.88,34550,No,19
High,Low,Moderate,Yes,No,High,>9 years,No,Yes,0.0,0.0,0.5,0,1,0,0.0,1,0,0.25,Maize,FARM_0187,Siaya,55.61,Female,72.42,136675,Yes,89
High,Low,Moderate,No,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.5,1,0,0,0.0,0,0,0.2,Maize,FARM_0188,Kwale,55.61,Male,14.0,18644,No,43
High,Low,High,Yes,No,High,5-9 years,Yes,Yes,0.0,0.0,0.0,0,1,0,0.0,0,0,0.13,Maize,FARM_0189,Bungoma,55.61,Female,29.06,31282,Yes,19
High,Low,Moderate,No,Yes,High,5-9 years,Yes,No,0.0,0.0,0.5,1,0,0,0.0,0,1,0.22,Maize,FARM_0190,Makueni,55.61,Female,17.68,14840,No,70
High,High,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.5,0,0,0.31,Beans,FARM_0191,Taita Taveta,137.27,Male,36.12,78696,No,71
Low,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,1.0,0.5,0.5,0,0,0,0.0,1,0,0.385,Maize,FARM_0192,Meru,55.61,Male,67.47,170321,No,31
Moderate,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.0,0,0,0,0.0,0,0,0.175,Beans,FARM_0193,Murang'a,137.27,Male,40.61,36065,No,23
Moderate,Low,Low,No,No,Low,5-9 years,Yes,No,0.5,0.0,1.0,1,1,1,0.0,0,1,0.61,Beans,FARM_0194,Kitui,137.27,Male,19.29,30278,No,88
Low,Low,High,Yes,Yes,Low,5-9 years,Yes,Yes,1.0,0.0,0.0,0,0,1,0.0,0,0,0.28,Maize,FARM_0195,Migori,55.61,Male,11.43,25400,No,63
High,Moderate,Low,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.5,1.0,0,0,1,0.0,1,0,0.375,Beans,FARM_0196,Nairobi,137.27,Male,6.71,10888,No,65
Moderate,Moderate,High,No,Yes,Low,5-9 years,Yes,Yes,0.5,0.5,0.0,1,0,1,0.0,0,0,0.405,Maize,FARM_0197,Turkana,55.61,Male,3.92,11668,No,59
High,High,Low,No,No,High,>9 years,No,Yes,0.0,1.0,1.0,1,1,0,0.0,1,0,0.6200000000000001,Maize,FARM_0198,Tharaka Nithi,55.61,Male,11.92,33779,No,39
Moderate,Low,Low,No,Yes,Low,5-9 years,No,Yes,0.5,0.0,1.0,1,0,1,0.0,1,0,0.51,Maize,FARM_0199,Nyandarua,55.61,Female,16.7,35958,No,79
Low,Moderate,Moderate,Yes,No,Low,>9 years,Yes,Yes,1.0,0.5,0.5,0,1,1,0.0,0,0,0.5650000000000001,Beans,FARM_0200,Bomet,137.27,Male,15.03,28422,No,89
Low,Moderate,High,Yes,Yes,High,>9 years,No,Yes,1.0,0.5,0.0,0,0,0,0.0,1,0,0.315,Maize,FARM_0201,Kitui,55.61,Male,67.9,151716,No,51
High,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,No,0.0,0.5,0.5,0,0,0,0.5,0,1,0.215,Maize,FARM_0202,Baringo,55.61,Male,11.58,34316,Yes,64
High,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.5,0,0,0.195,Maize,FARM_0203,Migori,55.61,Male,15.79,27663,No,67
Moderate,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.5,0.5,0.0,0,0,0,0.0,1,0,0.2249999999999999,Maize,FARM_0204,Vihiga,55.61,Female,25.53,63028,No,21
Low,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,1.0,0.5,0.5,0,0,1,0.0,1,0,0.485,Maize,FARM_0205,Marsabit,55.61,Male,15.6,18529,Yes,39
High,Low,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,0.0,0.5,0,1,0,0.0,0,0,0.2,Beans,FARM_0206,Busia,137.27,Female,13.12,15905,No,47
Moderate,Moderate,Low,No,Yes,Low,5-9 years,Yes,No,0.5,0.5,1.0,1,0,1,0.0,0,1,0.5650000000000001,Maize,FARM_0207,Siaya,55.61,Male,70.7,193064,No,62
Moderate,High,Moderate,Yes,No,Low,5-9 years,Yes,No,0.5,1.0,0.5,0,1,1,0.0,0,1,0.5800000000000001,Beans,FARM_0208,Elgeyo-Marakwet,137.27,Male,9.45,11971,No,34
Low,Low,Moderate,Yes,Yes,High,5-9 years,No,Yes,1.0,0.0,0.5,0,0,0,0.0,1,0,0.3,Maize,FARM_0209,Uasin Gishu,55.61,Male,23.9,21725,No,22
High,High,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.5,1,0,0,0.5,0,0,0.41,Maize,FARM_0210,Isiolo,55.61,Female,8.31,8636,Yes,66
Moderate,Low,High,No,No,High,>9 years,Yes,No,0.5,0.0,0.0,1,1,0,0.0,0,1,0.37,Beans,FARM_0211,Makueni,137.27,Male,74.41,73855,No,24
Low,Moderate,High,No,No,High,5-9 years,No,Yes,1.0,0.5,0.0,1,1,0,0.0,1,0,0.5750000000000001,Beans,FARM_0212,Siaya,137.27,Male,9.04,11585,No,70
High,Low,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,0,0.0,0,0,0.07,Beans,FARM_0213,Bungoma,137.27,Female,13.39,10861,No,80
Moderate,High,High,No,No,High,>9 years,No,Yes,0.5,1.0,0.0,1,1,0,0.0,1,0,0.5700000000000001,Maize,FARM_0214,Nyamira,55.61,Female,22.28,29407,No,29
Low,Moderate,Moderate,No,No,High,<1 year,No,Yes,1.0,0.5,0.5,1,1,0,0.5,1,0,0.685,Maize,FARM_0215,Taita Taveta,55.61,Male,31.89,95655,Yes,76
Moderate,Moderate,High,No,Yes,High,>9 years,Yes,No,0.5,0.5,0.0,1,0,0,0.0,0,1,0.325,Beans,FARM_0216,Garissa,137.27,Male,7.86,17951,No,77
Low,Moderate,High,No,Yes,High,>9 years,Yes,Yes,1.0,0.5,0.0,1,0,0,0.0,0,0,0.395,Maize,FARM_0217,Kirinyaga,55.61,Female,7.38,15478,Yes,56
High,Low,Moderate,Yes,Yes,High,<1 year,No,No,0.0,0.0,0.5,0,0,0,0.5,1,1,0.18,Maize,FARM_0218,Machakos,55.61,Male,24.12,64246,Yes,52
Moderate,Low,Low,No,Yes,Low,1-4 years,Yes,Yes,0.5,0.0,1.0,1,0,1,0.5,0,0,0.4999999999999999,Maize,FARM_0219,Baringo,55.61,Female,94.66,223625,No,45
Low,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,1.0,0.0,0.5,0,0,1,0.0,0,0,0.35,Maize,FARM_0220,Nairobi,55.61,Male,24.35,54191,No,41
High,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,1,0.0,0,0,0.255,Beans,FARM_0221,Kisumu,137.27,Female,3.97,6691,No,50
Moderate,Moderate,Moderate,Yes,Yes,High,1-4 years,No,Yes,0.5,0.5,0.5,0,0,0,0.5,1,0,0.3349999999999999,Beans,FARM_0222,Kwale,137.27,Male,5.1,11840,No,81
Moderate,Low,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.5,0,0,0,0.0,0,0,0.16,Beans,FARM_0223,Taita Taveta,137.27,Male,3.77,2482,No,42
High,Low,High,No,Yes,Low,5-9 years,Yes,Yes,0.0,0.0,0.0,1,0,1,0.0,0,0,0.23,Maize,FARM_0224,Laikipia,55.61,Male,17.62,24239,No,78
High,Moderate,Moderate,Yes,Yes,High,5-9 years,No,Yes,0.0,0.5,0.5,0,0,0,0.0,1,0,0.205,Beans,FARM_0225,Siaya,137.27,Male,24.77,24358,No,49
Moderate,Low,Moderate,Yes,Yes,Low,1-4 years,No,Yes,0.5,0.0,0.5,0,0,1,0.5,1,0,0.35,Beans,FARM_0226,Trans-Nzoia,137.27,Male,29.54,24144,Yes,22
High,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Maize,FARM_0227,Nairobi,55.61,Male,13.5,26326,No,46
High,Low,Low,Yes,No,Low,1-4 years,Yes,No,0.0,0.0,1.0,0,1,1,0.5,0,1,0.43,Maize,FARM_0228,Turkana,55.61,Male,95.07,82532,Yes,20
High,Low,Moderate,No,No,High,5-9 years,No,Yes,0.0,0.0,0.5,1,1,0,0.0,1,0,0.38,Beans,FARM_0229,Elgeyo-Marakwet,137.27,Female,88.97,74236,Yes,87
Moderate,High,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,1.0,0.0,0,0,1,0.0,0,0,0.36,Maize,FARM_0230,Nandi,55.61,Male,34.89,95543,No,20
Low,Low,Low,Yes,Yes,Low,>9 years,No,Yes,1.0,0.0,1.0,0,0,1,0.0,1,0,0.47,Maize,FARM_0231,Baringo,55.61,Male,21.99,40694,No,24
High,High,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.5,0,0,1,0.0,0,0,0.34,Beans,FARM_0232,Kilifi,137.27,Female,39.48,65907,Yes,61
Moderate,Low,Low,Yes,Yes,High,<1 year,Yes,Yes,0.5,0.0,1.0,0,0,0,0.5,0,0,0.27,Maize,FARM_0233,Baringo,55.61,Male,82.38,117914,No,71
Low,Moderate,High,Yes,No,High,1-4 years,Yes,No,1.0,0.5,0.0,0,1,0,0.5,0,1,0.455,Maize,FARM_0234,Kilifi,55.61,Male,32.2,82387,No,36
High,Moderate,Moderate,No,No,Low,>9 years,Yes,Yes,0.0,0.5,0.5,1,1,1,0.0,0,0,0.515,Beans,FARM_0235,Kericho,137.27,Female,37.25,35816,No,41
Moderate,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,No,0.5,0.5,0.5,0,0,1,0.0,0,1,0.365,Beans,FARM_0236,Tharaka Nithi,137.27,Male,71.21,110934,No,76
Low,Moderate,Moderate,Yes,No,High,>9 years,Yes,Yes,1.0,0.5,0.5,0,1,0,0.0,0,0,0.465,Maize,FARM_0237,Makueni,55.61,Female,51.11,152636,No,63
Low,Moderate,Low,Yes,Yes,Low,1-4 years,Yes,Yes,1.0,0.5,1.0,0,0,1,0.5,0,0,0.545,Maize,FARM_0238,Nairobi,55.61,Male,70.89,100862,No,22
Moderate,Low,Low,Yes,Yes,Low,1-4 years,No,No,0.5,0.0,1.0,0,0,1,0.5,1,1,0.44,Beans,FARM_0239,Nakuru,137.27,Male,71.1,109169,No,50
Low,Low,Moderate,No,No,High,5-9 years,Yes,Yes,1.0,0.0,0.5,1,1,0,0.0,0,0,0.51,Maize,FARM_0240,Mandera,55.61,Male,37.54,81402,No,89
Low,Moderate,Moderate,Yes,Yes,Low,1-4 years,No,Yes,1.0,0.5,0.5,0,0,1,0.5,1,0,0.525,Maize,FARM_0241,Kiambu,55.61,Male,78.57,186886,No,67
High,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.0,0.5,0.5,0,0,1,0.0,1,0,0.305,Maize,FARM_0242,Samburu,55.61,Male,19.73,58750,No,83
High,High,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,1.0,0.5,0,0,1,0.0,0,0,0.34,Maize,FARM_0243,Lamu,55.61,Male,21.53,15701,No,73
High,High,Moderate,No,Yes,High,1-4 years,No,Yes,0.0,1.0,0.5,1,0,0,0.5,1,0,0.4599999999999999,Maize,FARM_0244,Kirinyaga,55.61,Male,97.46,126292,No,45
High,High,High,Yes,Yes,Low,>9 years,No,Yes,0.0,1.0,0.0,0,0,1,0.0,1,0,0.32,Maize,FARM_0245,Kisii,55.61,Male,8.75,6388,No,52
Moderate,Moderate,Moderate,Yes,No,High,1-4 years,Yes,No,0.5,0.5,0.5,0,1,0,0.5,0,1,0.435,Beans,FARM_0246,Makueni,137.27,Female,8.18,5093,No,29
High,High,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.0,0,0,0.27,Beans,FARM_0247,Kilifi,137.27,Male,16.12,22378,No,65
Moderate,Moderate,Low,No,Yes,Low,<1 year,Yes,Yes,0.5,0.5,1.0,1,0,1,0.5,0,0,0.5850000000000001,Maize,FARM_0248,Kwale,55.61,Male,86.2,66127,No,29
Moderate,Moderate,High,Yes,No,Low,>9 years,Yes,Yes,0.5,0.5,0.0,0,1,1,0.0,0,0,0.405,Beans,FARM_0249,Nyeri,137.27,Female,68.45,90310,No,82
Low,Low,High,No,Yes,High,5-9 years,Yes,Yes,1.0,0.0,0.0,1,0,0,0.0,0,0,0.31,Maize,FARM_0250,Siaya,55.61,Male,84.83,136795,Yes,26
Low,Moderate,Low,No,Yes,High,1-4 years,Yes,Yes,1.0,0.5,1.0,1,0,0,0.5,0,0,0.5750000000000001,Maize,FARM_0251,Homa Bay,55.61,Female,10.74,8281,No,78
Moderate,Moderate,High,No,No,High,5-9 years,Yes,Yes,0.5,0.5,0.0,1,1,0,0.0,0,0,0.435,Maize,FARM_0252,Turkana,55.61,Male,5.26,13002,No,74
Moderate,High,High,Yes,Yes,Low,>9 years,No,Yes,0.5,1.0,0.0,0,0,1,0.0,1,0,0.41,Maize,FARM_0253,Samburu,55.61,Male,67.33,169381,No,26
High,Moderate,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.5,1,0,0,0.5,0,0,0.325,Beans,FARM_0254,Vihiga,137.27,Male,6.8,18005,No,72
High,Moderate,High,No,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.0,1,0,1,0.0,0,0,0.315,Beans,FARM_0255,Nairobi,137.27,Male,77.64,101325,No,22
Moderate,Low,High,No,No,Low,>9 years,No,No,0.5,0.0,0.0,1,1,1,0.0,1,1,0.5199999999999999,Beans,FARM_0256,Trans-Nzoia,137.27,Male,67.96,202427,No,62
High,Low,Moderate,No,No,High,>9 years,Yes,No,0.0,0.0,0.5,1,1,0,0.0,0,1,0.35,Maize,FARM_0257,Kilifi,55.61,Male,91.4,171576,Yes,52
High,Moderate,High,Yes,Yes,High,>9 years,Yes,No,0.0,0.5,0.0,0,0,0,0.0,0,1,0.105,Beans,FARM_0258,Busia,137.27,Male,87.03,162304,No,84
Low,Moderate,Moderate,Yes,No,Low,<1 year,Yes,Yes,1.0,0.5,0.5,0,1,1,0.5,0,0,0.6050000000000001,Maize,FARM_0259,Kilifi,55.61,Male,69.14,99384,No,25
Low,Low,High,Yes,Yes,Low,5-9 years,No,Yes,1.0,0.0,0.0,0,0,1,0.0,1,0,0.33,Maize,FARM_0260,Garissa,55.61,Male,23.15,68675,No,22
High,Low,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.5,0,0,0.04,Maize,FARM_0261,Nairobi,55.61,Female,67.24,64022,No,88
Moderate,Low,High,No,Yes,High,>9 years,No,Yes,0.5,0.0,0.0,1,0,0,0.0,1,0,0.27,Maize,FARM_0262,Mandera,55.61,Male,17.1,17400,No,24
Low,High,High,No,No,High,>9 years,No,No,1.0,1.0,0.0,1,1,0,0.0,1,1,0.68,Maize,FARM_0263,Kericho,55.61,Male,13.7,40669,No,18
High,Moderate,Moderate,Yes,No,High,1-4 years,Yes,Yes,0.0,0.5,0.5,0,1,0,0.5,0,0,0.325,Maize,FARM_0264,Wajir,55.61,Female,92.45,125907,No,36
High,Low,Moderate,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.0,0.5,0,0,1,0.0,1,0,0.22,Maize,FARM_0265,Busia,55.61,Male,18.54,21253,No,81
Low,Moderate,Moderate,Yes,Yes,High,<1 year,Yes,No,1.0,0.5,0.5,0,0,0,0.5,0,1,0.395,Maize,FARM_0266,Isiolo,55.61,Female,9.39,26278,No,18
High,High,Low,No,No,High,5-9 years,Yes,Yes,0.0,1.0,1.0,1,1,0,0.0,0,0,0.5700000000000001,Maize,FARM_0267,Kwale,55.61,Male,17.25,35048,No,73
High,High,Low,Yes,Yes,Low,>9 years,Yes,No,0.0,1.0,1.0,0,0,1,0.0,0,1,0.43,Maize,FARM_0268,Nandi,55.61,Female,9.29,11133,No,79
High,High,Moderate,No,No,High,>9 years,No,Yes,0.0,1.0,0.5,1,1,0,0.0,1,0,0.55,Beans,FARM_0269,Elgeyo-Marakwet,137.27,Female,80.46,106479,No,68
High,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Beans,FARM_0270,Laikipia,137.27,Male,41.29,76616,No,59
Moderate,High,High,No,No,High,5-9 years,No,Yes,0.5,1.0,0.0,1,1,0,0.0,1,0,0.5700000000000001,Maize,FARM_0271,Vihiga,55.61,Male,75.61,61445,No,21
Moderate,Moderate,High,No,Yes,High,>9 years,Yes,No,0.5,0.5,0.0,1,0,0,0.0,0,1,0.325,Beans,FARM_0272,Baringo,137.27,Female,6.27,12744,No,56
High,High,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.5,0,0,0.31,Maize,FARM_0273,Tharaka Nithi,55.61,Male,14.89,34364,Yes,76
High,High,High,No,Yes,Low,>9 years,No,Yes,0.0,1.0,0.0,1,0,1,0.0,1,0,0.45,Beans,FARM_0274,Nandi,137.27,Female,13.76,23184,No,67
Low,High,Moderate,Yes,No,Low,>9 years,Yes,Yes,1.0,1.0,0.5,0,1,1,0.0,0,0,0.65,Beans,FARM_0275,Nyeri,137.27,Female,11.58,15897,No,49
Low,High,Moderate,Yes,Yes,Low,>9 years,No,Yes,1.0,1.0,0.5,0,0,1,0.0,1,0,0.5700000000000001,Beans,FARM_0276,Uasin Gishu,137.27,Male,33.45,76089,No,25
Moderate,Low,High,Yes,Yes,High,1-4 years,Yes,No,0.5,0.0,0.0,0,0,0,0.5,0,1,0.15,Maize,FARM_0277,Isiolo,55.61,Male,2.39,6341,No,66
Moderate,Low,High,No,Yes,Low,5-9 years,Yes,Yes,0.5,0.0,0.0,1,0,1,0.0,0,0,0.32,Maize,FARM_0278,Siaya,55.61,Male,87.71,154102,No,42
Moderate,High,Moderate,Yes,Yes,High,5-9 years,No,No,0.5,1.0,0.5,0,0,0,0.0,1,1,0.4,Maize,FARM_0279,Bomet,55.61,Male,12.66,9096,Yes,32
